序号,求职者id,姓名,期望岗位,性别,年龄,居住地址,工作经验,自我评价,期望薪资低,期望薪资高,工作性质,期望行业,工作地区,到岗时间,简历关键词,学历,学科专业,学历数值,工作经验数值,自我评价-分词
218,1466315796216152064,方先生,"[""其他""]",0.0,22,"[""广东省"",""佛山市"",""禅城区""]",无经验,"本人性格开朗，诚实守信，热心待人，勇于挑战自我，时间观念强，有着良好的生活习惯和正派作风，有良好的道德修养对文书表达的能力较强，工作执行力强，责任心强。
我热爱我的专业，我能够熟练地操作各种网络软件和办公软件。

",3000,5000,0,"[""媒体"",""人力资源服务"",""游戏""]","[""广东省"",""佛山市"",""禅城区""]",随时到岗,[],无,无,0,0,"['本人', '性格开朗', '诚实', '守信', '热心', '待人', '勇于', '挑战', '自我', '时间', '观念', '强', '有着', '良好', '生活习惯', '正派', '作风', '良好', '道德修养', '文书', '表达', '能力', '较强', '工作', '执行力', '强', '责任心', '强', '无', '热爱', '专业', '能够', '熟练地', '操作', '网络软件', '办公', '软件', '无', '无']"
219,1464940531816726528,胡女士,"[""数据分析师"",""图像处理工程师"",""机器学习工程师""]",1.0,26,"[""广东省"",""广州市"",""天河区""]",无经验,"1. 能使用决策树、关联规则、逻辑回归、协同过滤、KMean 聚类等机器学习模型 
解决数据分类及回归问题；
2. 有基于 Tensorflow 框架的 CNN、RNN、LSTM 等神经网络模型实战经验；
3. 了解 SQL 语言，能编写常用的 SQL 语句；",7000,12000,1,[],"[""广东省"",""广州市"",""黄埔区""]",无,[],本科 ,信息与计算科学 ,3,0,"['1', ' ', '使用', '决策树', '关联', '规则', '逻辑', '回归', '协同', '过滤', 'KMean', ' ', '聚类', '机器', '学习', '模型', ' ', '无', '解决', '数据', '分类', '回归', '问题', '无', '2', ' ', '基于', ' ', 'Tensorflow', ' ', '框架', ' ', 'CNN', 'RNN', 'LSTM', ' ', '神经网络', '模型', '实战经验', '无', '3', ' ', '了解', ' ', 'SQL', ' ', '语言', '编写', '常用', ' ', 'SQL', ' ', '语句']"
220,1463081637842649088,蔡女士,"[""数据分析师"",""数据挖掘工程师""]",1.0,24,"[""广东省"",""广州市"",""黄埔区""]",无经验,本人一直以提高个人综合素质为目标，不断进取，激发学习潜能和提高学习分析处理问题的能力。在2021年9月参加了广州泰迪智能科技公司的达4个月python语言的实训，熟悉数据分析方法，具有数据分析的理论基础和实际经验。而自身也是一个勤奋好学，对数据分析领域有强,6000,8000,1,"[""互联网"",""数据服务""]","[""广东省"",""广州市"",""天河区""]",1个月后到岗,"['数据分析方向', '数据挖掘方向']",本科 ,信息与计算科学 ,3,0,"['本人', '提高', '个人', '综合', '素质', '目标', '不断进取', '激发', '学习', '潜能', '提高', '学习', '分析', '处理', '问题', '能力', '2021', '年', '9', '月', '参加', '广州', '泰迪', '智能', '科技', '公司', '达', '4', '月', 'python', '语言', '实训', '熟悉', '数据分析', '方法', '具有', '数据分析', '理论', '基础', '实际', '经验', '勤奋好学', '数据分析', '领域', '有强']"
221,1462717242717372416,林女士,"[""数据分析师"",""自然语言处理工程师"",""数据挖掘工程师""]",1.0,23,"[""广东省"",""广州市"",""天河区""]",无经验,"本人思维开放，理解、接受新事物能力较强；亲和力好，懂得与人配合。
具备良好的统计学知识及技能技巧，基础知识扎实，能熟练地运用 python 等工具对数据进行收集、整理、预处理、分析、展现。
工作生活中，本人心态好，身体健康，做事有条理，责任感强。",3000,8000,1,"[""不限""]","[""广东省"",""广州市"",""天河区""]",时间待议,"['数据分析', 'Python', 'MySql', 'BI']",本科 ,统计学 ,3,0,"['本人', '思维', '开放', '理解', '接受', '新', '事物', '能力', '较强', '亲和力', '好', '懂得', '人', '配合', '无', '具备', '良好', '统计学', '知识', '技能', '技巧', '基础知识', '扎实', '熟练地', '运用', ' ', 'python', ' ', '工具', '数据', '进行', '收集', '整理', '预处理', '分析', '展现', '无', '工作', '生活', '中', '本人', '心态', '好', '身体健康', '做事', '有条理', '责任感', '强']"
222,1462715337815490560,丘女士,"[""数据分析师"",""数据挖掘工程师"",""算法工程师""]",1.0,23,"[""广东省"",""广州市"",""天河区""]",无经验,"	本人积极向上，谨慎细心、条理性强；工作上认真负责，充分发挥自己的思维和学习能力，不断完善自我，为公司创造实际价值。
	大学四年时间，我对各类软件有比较系统的运用、对各种数据分析项目有足够的实操经历，熟练掌握各种项目的搭建，热爱数据分析。
	在校任职经历，培养了良好的组织协调、沟通交流、团队协",4000,8000,1,"[""不限""]","[""广东省"",""广州市"",""天河区""]",1个月后到岗,[],无,无,0,0,"['\uf06c', '\t', '本人', '积极向上', '谨慎', '细心', '条理性', '强', '工作', '上', '认真负责', '充分发挥', '思维', '学习', '能力', '不断完善', '自我', '公司', '创造', '实际', '价值', '无', '\uf06c', '\t', '大学', '四年', '时间', '各类', '软件', '比较', '系统', '运用', '数据分析', '项目', '足够', '实操', '经历', '熟练掌握', '项目', '搭建', '热爱', '数据分析', '无', '\uf06c', '\t', '在校', '任职', '经历', '培养', '良好', '组织协调', '沟通交流', '团队', '协']"
223,1462685278807392256,赵先生,"[""数据分析师""]",0.0,23,"[""广东省"",""广州市"",""天河区""]",1年工作经验,认真负责，沟通能力强,6000,11000,1,"[""不限""]","[""广东省"",""广州市"",""荔湾区""]",1个月后到岗,[],无,无,0,1,"['认真负责', '沟通', '能力', '强']"
224,1461526224282189824,梁先生,"[""机器学习工程师""]",0.0,9,"[""内蒙古自治区"",""通辽市"",""库伦旗""]",无经验,XXXX人优势,6000,10000,1,[],"[""山西省"",""长治市"",""潞城区""]",无,[],无,无,0,0,"['XXXX', '人', '优势']"
225,1461518932425965568,梁先生,"[""图像处理工程师""]",0.0,25,"[""广东省"",""广州市"",""海珠区""]",3年工作经验,XXXX个人优势XXXX个人优势XXXX个人优势,6000,7000,1,[],"[""广东省"",""广州市"",""荔湾区""]",无,[],无,无,0,3,"['XXXX', '个人', '优势', 'XXXX', '个人', '优势', 'XXXX', '个人', '优势']"
226,7539911509207084564,焦先生,"[""数据分析师"",""数据挖掘工程师""]",0.0,33,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
227,7531798487783632404,蔡用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
228,7531798492078599700,李用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
229,7531798496373566996,赵用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
230,7531798500668534292,李用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
231,7539911401832902164,李先生,"[""数据分析师"",""数据挖掘工程师""]",0.0,28,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
232,7539911406127869460,朱女士,"[""数据分析师"",""数据挖掘工程师""]",1.0,29,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
233,7539911410422836756,黄先生,"[""数据分析师"",""数据挖掘工程师""]",0.0,30,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
234,7539911513502051860,唐先生,"[""数据分析师"",""数据挖掘工程师""]",0.0,34,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
235,7539911517797019156,刘先生,"[""数据分析师"",""数据挖掘工程师""]",0.0,40,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
236,7539911522091986452,官女士,"[""数据分析师"",""数据挖掘工程师""]",1.0,41,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
237,7539911526386953748,张先生,"[""数据分析师"",""数据挖掘工程师""]",0.0,54,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
238,7539911530681921044,张女士,"[""数据分析师"",""数据挖掘工程师""]",1.0,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
239,7539911534976888340,张先生,"[""数据分析师"",""数据挖掘工程师""]",0.0,54,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
240,7539911539271855636,周先生,"[""数据分析师"",""数据挖掘工程师""]",0.0,32,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
241,7539911543566822932,邱女士,"[""数据分析师"",""数据挖掘工程师""]",1.0,30,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
242,7539911547861790228,郭先生,"[""数据分析师"",""数据挖掘工程师""]",0.0,29,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
243,7539911552156757524,何先生,"[""数据分析师"",""数据挖掘工程师""]",0.0,29,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
244,7539868598188830228,徐女士,"[""数据分析师"",""数据挖掘工程师""]",1.0,29,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
245,7539868606778764820,倪女士,"[""数据分析师"",""数据挖掘工程师""]",1.0,28,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
246,7539868615368699412,李先生,"[""数据分析师"",""数据挖掘工程师""]",0.0,27,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
247,7539868623958634004,李先生,"[""数据分析师"",""数据挖掘工程师""]",0.0,27,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
248,7539911363178196500,江女士,"[""数据分析师"",""数据挖掘工程师""]",1.0,28,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
249,7539911367473163796,黄先生,"[""数据分析师"",""数据挖掘工程师""]",0.0,29,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
250,7539911376063098388,郭女士,"[""数据分析师"",""数据挖掘工程师""]",1.0,28,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
251,7539911384653032980,陈女士,"[""数据分析师"",""数据挖掘工程师""]",1.0,28,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
252,7539911393242967572,陈女士,"[""数据分析师"",""数据挖掘工程师""]",1.0,28,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
253,7539911414717804052,周女士,"[""数据分析师"",""数据挖掘工程师""]",1.0,29,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
254,7539911423307738644,黄先生,"[""数据分析师"",""数据挖掘工程师""]",0.0,29,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
255,7539911431897673236,王先生,"[""数据分析师"",""数据挖掘工程师""]",0.0,28,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
256,7539911440487607828,郑女士,"[""数据分析师"",""数据挖掘工程师""]",1.0,28,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
257,7539911449077542420,连女士,"[""数据分析师"",""数据挖掘工程师""]",1.0,28,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
258,7539911457667477012,徐女士,"[""数据分析师"",""数据挖掘工程师""]",1.0,28,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
259,7539911461962444308,柯女士,"[""数据分析师"",""数据挖掘工程师""]",1.0,29,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
260,7539911470552378900,蒙女士,"[""数据分析师"",""数据挖掘工程师""]",1.0,28,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
261,7539911479142313492,刘女士,"[""数据分析师"",""数据挖掘工程师""]",1.0,30,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
262,7539911487732248084,张女士,"[""数据分析师"",""数据挖掘工程师""]",1.0,31,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
263,7539911496322182676,易女士,"[""数据分析师"",""数据挖掘工程师""]",1.0,32,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
264,7539911504912117268,樊先生,"[""数据分析师"",""数据挖掘工程师""]",0.0,33,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
265,7539868422095171092,祝先生,"[""数据分析师"",""数据挖掘工程师""]",0.0,26,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
266,7539868430685105684,陈先生,"[""数据分析师"",""数据挖掘工程师""]",0.0,27,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
267,7539868439275040276,徐女士,"[""数据分析师"",""数据挖掘工程师""]",1.0,50,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
268,7539868443570007572,戴先生,"[""数据分析师"",""数据挖掘工程师""]",0.0,42,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
269,7539868452159942164,李先生,"[""数据分析师"",""数据挖掘工程师""]",0.0,51,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
